Service,Event Names,Description
waf,ListRegexPatternSets,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns an array of <a>RegexPatternSetSummary</a> objects.</p>"""
waf,ListRuleGroups,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns an array of <a>RuleGroup</a> objects.</p>"""
waf,ListRules,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns an array of <a>RuleSummary</a> objects.</p>"""
waf,ListSizeConstraintSets,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns an array of <a>SizeConstraintSetSummary</a> objects.</p>"""
waf,ListSqlInjectionMatchSets,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns an array of <a>SqlInjectionMatchSet</a> objects.</p>"""
waf,ListSubscribedRuleGroups,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns an array of <a>RuleGroup</a> objects that you are subscribed to.</p>"""
waf,ListTagsForResource,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Retrieves the tags associated with the specified AWS resource. Tags are key:value pairs that you can use to categorize and manage your resources  for purposes like billing. For example  you might set the tag key to ""customer"" and the value to the customer name or ID. You can specify one or more tags to add to each AWS resource  up to 50 tags for a resource.</p> <p>Tagging is only available through the API  SDKs  and CLI. You can't manage or view tags through the AWS WAF Classic console. You can tag the AWS resources that you manage through AWS WAF Classic: web ACLs  rule groups  and rules. </p>"""
waf,ListWebACLs,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns an array of <a>WebACLSummary</a> objects in the response.</p>"""
waf,ListXssMatchSets,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns an array of <a>XssMatchSet</a> objects.</p>"""
waf,PutLoggingConfiguration,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Associates a <a>LoggingConfiguration</a> with a specified web ACL.</p> <p>You can access information about all traffic that AWS WAF inspects using the following steps:</p> <ol> <li> <p>Create an Amazon Kinesis Data Firehose. </p> <p>Create the data firehose with a PUT source and in the region that you are operating. However  if you are capturing logs for Amazon CloudFront  always create the firehose in US East (N. Virginia). </p> <note> <p>Do not create the data firehose using a <code>Kinesis stream</code> as your source.</p> </note> </li> <li> <p>Associate that firehose to your web ACL using a <code>PutLoggingConfiguration</code> request.</p> </li> </ol> <p>When you successfully enable logging using a <code>PutLoggingConfiguration</code> request  AWS WAF will create a service linked role with the necessary permissions to write logs to the Amazon Kinesis Data Firehose. For more information  see <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/logging.html"">Logging Web ACL Traffic Information</a> in the <i>AWS WAF Developer Guide</i>.</p>"""
waf,PutPermissionPolicy,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Attaches an IAM policy to the specified resource. The only supported use for this action is to share a RuleGroup across accounts.</p> <p>The <code>PutPermissionPolicy</code> is subject to the following restrictions:</p> <ul> <li> <p>You can attach only one policy with each <code>PutPermissionPolicy</code> request.</p> </li> <li> <p>The policy must include an <code>Effect</code>  <code>Action</code> and <code>Principal</code>. </p> </li> <li> <p> <code>Effect</code> must specify <code>Allow</code>.</p> </li> <li> <p>The <code>Action</code> in the policy must be <code>waf:UpdateWebACL</code>  <code>waf-regional:UpdateWebACL</code>  <code>waf:GetRuleGroup</code> and <code>waf-regional:GetRuleGroup</code> . Any extra or wildcard actions in the policy will be rejected.</p> </li> <li> <p>The policy cannot include a <code>Resource</code> parameter.</p> </li> <li> <p>The ARN in the request must be a valid WAF RuleGroup ARN and the RuleGroup must exist in the same region.</p> </li> <li> <p>The user making the request must be the owner of the RuleGroup.</p> </li> <li> <p>Your policy must be composed using IAM Policy version 2012-10-17.</p> </li> </ul> <p>For more information  see <a href=""https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html"">IAM Policies</a>. </p> <p>An example of a valid policy parameter is shown in the Examples section below.</p>"""
waf,TagResource,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Associates tags with the specified AWS resource. Tags are key:value pairs that you can use to categorize and manage your resources  for purposes like billing. For example  you might set the tag key to ""customer"" and the value to the customer name or ID. You can specify one or more tags to add to each AWS resource  up to 50 tags for a resource.</p> <p>Tagging is only available through the API  SDKs  and CLI. You can't manage or view tags through the AWS WAF Classic console. You can use this action to tag the AWS resources that you manage through AWS WAF Classic: web ACLs  rule groups  and rules. </p>"""
waf,UntagResource,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p/>"""
waf,UpdateByteMatchSet,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Inserts or deletes <a>ByteMatchTuple</a> objects (filters) in a <a>ByteMatchSet</a>. For each <code>ByteMatchTuple</code> object  you specify the following values: </p> <ul> <li> <p>Whether to insert or delete the object from the array. If you want to change a <code>ByteMatchSetUpdate</code> object  you delete the existing object and add a new one.</p> </li> <li> <p>The part of a web request that you want AWS WAF to inspect  such as a query string or the value of the <code>User-Agent</code> header. </p> </li> <li> <p>The bytes (typically a string that corresponds with ASCII characters) that you want AWS WAF to look for. For more information  including how you specify the values for the AWS WAF API and the AWS CLI or SDKs  see <code>TargetString</code> in the <a>ByteMatchTuple</a> data type. </p> </li> <li> <p>Where to look  such as at the beginning or the end of a query string.</p> </li> <li> <p>Whether to perform any conversions on the request  such as converting it to lowercase  before inspecting it for the specified string.</p> </li> </ul> <p>For example  you can add a <code>ByteMatchSetUpdate</code> object that matches web requests in which <code>User-Agent</code> headers contain the string <code>BadBot</code>. You can then configure AWS WAF to block those requests.</p> <p>To create and configure a <code>ByteMatchSet</code>  perform the following steps:</p> <ol> <li> <p>Create a <code>ByteMatchSet.</code> For more information  see <a>CreateByteMatchSet</a>.</p> </li> <li> <p>Use <a>GetChangeToken</a> to get the change token that you provide in the <code>ChangeToken</code> parameter of an <code>UpdateByteMatchSet</code> request.</p> </li> <li> <p>Submit an <code>UpdateByteMatchSet</code> request to specify the part of the request that you want AWS WAF to inspect (for example  the header or the URI) and the value that you want AWS WAF to watch for.</p> </li> </ol> <p>For more information about how to use the AWS WAF API to allow or block HTTP requests  see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/"">AWS WAF Developer Guide</a>.</p>"""
